School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location
609764,1890,46421,JUAREZ HS,Benito Juarez Community Academy High School,Neighborhood,HS,Y,N,N,N,"Juarez offers a particularly wide array of academic and career preparation programs, including college credit and enrollment, aimed at teaching students to think critically, progressively and globally.",Principal,Juan Carlos Ocon,Assistant Principal,Keith Adams,1450 W CERMAK RD,Chicago,Illinois,60608,7735347030,7735347058,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609764,http://www.benitojuarez.net,NA,NA,NA,NA,Y,"9,10,11,12",9-12,1739,1659,281,331,58,1644,12,5,6,0,0,3,0,11,There are 1739 students enrolled at JUAREZ HS.  95.4% are Low Income Students.  16.2% are Diverse Learners.  19% are Limited English Learners.,The largest demographic at JUAREZ HS is Hispanic.  This demographic makes up 94.5% of the student population.  The second greatest demographic is Black at 3.3%.,Generally accessible,N,NA,NA,7:45  AM - 2:35  PM,7:45 a.m. - 2:45 p.m.,2:40 to 8:00 P.M.,7:00 A.M,"French, Spanish",Y,Y,Y,NA,NA,NA,NA,NA,"9, 21, 60","Blue, Pink, Red",NA,41.852667,-87.663732,16.5,18.4,50.6,57.9,80.9,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant Principal,Nicholas Aquino,IB Coordinator,Santiago Marquez,NA,NA,NA,NA,NA,NA,"1450 W CERMAK RD
Chicago, Illinois 60608
(41.852667, -87.663732)"
400054,1931,66142,NOBLE - PRITZKER HS,Noble - Pritzker College Prep,Charter,HS,Y,N,N,N,"We have been accepted as an IB School, and as such our students are now able to take part in their internationally acclaimed diploma programme.       Pritzker takes great pride in creating a holistic high school experience for our students.  As one of the larger schools in our network, we have the opportunity to offer over 11 AP classes annually (7 in STEM subjects), more than 15 varsity sports, and over 50 clubs and enrichment opportunities. ",Director,Ms. Carrie Spitz,Principal,Carrie Spitz,4131 W CORTLAND ST,Chicago,Illinois,60639,7733942848,7733942931,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400054,http://www.pritzkercollegeprep.org,https://www.facebook.com/benoblepritzker,http://twitter.com/benoblepritzker,NA,NA,N,"9,10,11,12",9-12,992,936,106,120,30,945,9,1,5,0,0,2,0,0,There are 992 students enrolled at NOBLE - PRITZKER HS.  94.4% are Low Income Students.  10.7% are Diverse Learners.  12.1% are Limited English Learners.,The largest demographic at NOBLE - PRITZKER HS is Hispanic.  This demographic makes up 95.3% of the student population.  The second greatest demographic is Black at 3%.,Generally accessible,Y,NA,NA,M - R 8:05AM. - 3:50PM  F 8:05- 1:30PM,.,4:00PM-5:30PM,7:00AM,"Russian, Spanish",N,N,Y,NA,NA,NA,NA,NA,"53, 72, 73","Blue, Brown",NA,41.915214,-87.730127,21.9,18.4,85.7,57.9,90.3,73.5,Level 1+,Not Applicable,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4131 W CORTLAND ST
Chicago, Illinois 60639
(41.915214, -87.730127)"
609726,1500,47051,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,Selective enrollment,HS,Y,Y,N,N,"Brooks prepares students to be global leaders through a rigorous and enriched academic experience, utilizing such strategies as cooperative learning and inquiry requiring higher-order thinking skills.",Principal,Ms.Shannae Bea Jackson,Assistant Principal,Shannae Jackson,250 E 111TH ST,Chicago,Illinois,60628,7735359930,7735359939,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609726,http://www.brookscollegeprep.org,NA,https://twitter.com/BrooksPrepCSL,NA,NA,N,"7,8,9,10,11,12",7-12,959,692,59,2,757,175,7,1,2,0,0,7,2,8,There are 959 students enrolled at BROOKS HS.  72.2% are Low Income Students.  6.2% are Diverse Learners.  0.2% are Limited English Learners.,The largest demographic at BROOKS HS is Black.  This demographic makes up 78.9% of the student population.  The second greatest demographic is Hispanic at 18.2%.,Fully Accessible,N,NA,NA,8:00 AM - 3:30 PM,8:00 a.m. - 3:35 p.m.,NA,6:30 AM,"French, Spanish",N,N,Y,NA,NA,Y,NA,NA,34111119,Orange,Metra Electric District (ME),41.692763,-87.616353,22.5,18.4,85.1,57.9,93.4,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.,School Year 2016-2017,Assistant Principal,Daniel Bauer,NA,NA,NA,NA,NA,NA,NA,NA,"250 E 111TH ST
Chicago, Illinois 60628
(41.692763, -87.616353)"
610095,5080,29231,NEWBERRY,Walter L Newberry Math & Science Academy ES,Magnet,ES,N,Y,Y,Y,"Newberry Academy nurtures students in an atmosphere of mutual respect that emphasizes growth of the individual and development of personal responsibility with an emphasis on quality teaching and inquiry-based learning. Newberry has SMART Board technology in most classrooms, a media center, three science labs, and Internet-connected classrooms.",Principal,Ms.Linda Sue Foley,Other,Mr. Edward Collins,700 W WILLOW ST,Chicago,Illinois,60614,7735348e3,7735348018,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610095,http://www.newberryacademy.org,NA,https://twitter.com/newberrybobcats,NA,NA,N,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",566,344,79,30,274,151,91,28,0,0,0,22,0,0,There are 566 students enrolled at NEWBERRY.  60.8% are Low Income Students.  14% are Diverse Learners.  5.3% are Limited English Learners.,The largest demographic at NEWBERRY is Black.  This demographic makes up 48.4% of the student population.  The second greatest demographic is Hispanic at 26.7%.,Generally accessible,N,NA,Full Day,7:30 AM-2:30 PM,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,"8, 9, 72, 73",Red,NA,41.913947,-87.64599,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"700 W WILLOW ST
Chicago, Illinois 60614
(41.913947, -87.64599)"
400094,8058,63081,EPIC HS,EPIC Academy Charter High School,Charter,HS,Y,N,N,N,"EPIC inspires students to dream their future, research the steps required to reach it and provide belief-altering experiences that broaden their vision of what is possible. EPIC students receive a rigorous core of college preparatory curriculum.   EPIC students achievements since opening in 2009: - Increased ACT 1.3 points to a 17.6 in 2016 - 100% College Acceptance, 2013-2016 - Class of 2016 received $7.2 million in scholarships - 60% of students received a scholarship - 3 Year Entrepreneurship program: 2 NFTE city-wide champions - Two Gates Millennium Scholarship winner - One Posse Scholarship winner - Dual Enrollment: 32% of Class of 2016 earned college credits   At EPIC, each semester ends with Intensives: full-day, week-long courses to introduce careers our students may have never considered. Every Intensive course features partnerships with professionals. Here are a few course examples (and companies): • Architecture (SOM) • Airlines (Southwest Airlines) • Engineering (SPACECO) • Hotel Industry (Hilton Hotels) • Law (DLA Piper) • Marketing (Groupon) • Restaurants (McDonald's) • Sports Management (Chicago Bulls)",Director,Tawanna Patton,Executive Director,Myetie Hamilton,8255 S HOUSTON AVE,Chicago,Illinois,60617,7735357930,7735537934,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400094,http://www.epicacademy.org,https://www.facebook.com/EPICAcademyHighSchool,https://twitter.com/EPIC_Academy,NA,NA,N,"9,10,11,12",9-12,523,491,117,72,331,186,2,0,0,0,0,4,0,0,There are 523 students enrolled at EPIC HS.  93.9% are Low Income Students.  22.4% are Diverse Learners.  13.8% are Limited English Learners.,The largest demographic at EPIC HS is Black.  This demographic makes up 63.3% of the student population.  The second greatest demographic is Hispanic at 35.6%.,Generally accessible,Y,NA,NA,8:10 AM-3:50 PM,8:20 a.m. - 3:50 p.m.,NA,NA,Spanish,Y,N,Y,NA,NA,NA,NA,NA,"5, 26, 71",NA,Metra Electric District (ME),41.744849,-87.550222,17.5,18.4,72.7,57.9,69.9,73.5,Level 1+,Not Applicable,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,Principal,Tawanna Patton,Assistant Principal,Josh Miller,Director of Specialized Services,Dan Grady,Director of External Relations and Recruitment,Demetrius Amparan,Alumni Counselor,Bejeray Morrison,"8255 S HOUSTON AVE
Chicago, Illinois 60617
(41.744849, -87.550222)"
609829,2540,22481,BURROUGHS,John C Burroughs Elementary School,Neighborhood,ES,N,Y,Y,Y,"A community school that serves students and adults, Burroughs partners with the Brighton Park Neighborhood Council, AAA, UIC, and SGA. The school has also been named both a School of Distinction and a Rising Star. Burroughs School has a longer school day along with a Track E schedule where half days of instruction are provided during the two week fall intercession.",Principal,Donald Richard Morris,Other,Mrs. Michele Sanborn,3542 S WASHTENAW AVE,Chicago,Illinois,60632,7735357226,7735357126,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609829,http://burroughs.cps.edu/,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",477,407,58,173,7,453,10,3,0,0,0,2,1,1,There are 477 students enrolled at BURROUGHS.  85.3% are Low Income Students.  12.2% are Diverse Learners.  36.3% are Limited English Learners.,The largest demographic at BURROUGHS is Hispanic.  This demographic makes up 95% of the student population.  The second greatest demographic is White at 2.1%.,No/unknown accessibility,Y,Half Day,Full Day,08:30 AM-03:30 PM,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,35,NA,NA,41.828868,-87.692457,NA,18.4,NA,57.9,NA,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3542 S WASHTENAW AVE
Chicago, Illinois 60632
(41.828868, -87.692457)"
610271,6920,29341,JENSEN,Jensen Elementary Scholastic Academy,Magnet,ES,N,Y,Y,Y,"Jensen offers its students a wide variety of innovative and unique programs and is an active participant in the Chicago Math and Science Initiative. Jensen also offers comprehensive gifted programs. Jensen’s facilities include dedicated labs for science and computer, as well as Internet connections in every classroom.",Principal,Chinyere Igweife Okafor,Assistant Principal,Beverly Jordan,3030 W HARRISON ST,Chicago,Illinois,60612,7735346840,7735346722,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610271,http://www.jensen.cps.edu,https://www.facebook.com/jensenscholasticacademy,https://twitter.com/JensenScholars,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",415,382,69,5,406,8,0,0,1,0,0,0,0,0,There are 415 students enrolled at JENSEN.  92% are Low Income Students.  16.6% are Diverse Learners.  1.2% are Limited English Learners.,The largest demographic at JENSEN is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.9%.,Generally accessible,Y,Full and Half Day,Full Day,08:45 AM-03:45 PM,NA,03:45-05:45,08:15 AM,NA,NA,NA,Y,NA,NA,NA,NA,NA,"7, 52",Blue,NA,41.873815,-87.702241,NA,18.4,NA,57.9,NA,73.5,Level 2,Provisional Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3030 W HARRISON ST
Chicago, Illinois 60612
(41.873815, -87.702241)"
400159,9616,66661,CHRISTOPHER HOUSE,Christopher House Charter School,Charter,ES,N,N,Y,N, ,Director,Ms. Kristin Novy,NA,NA,5235 W BELDEN AVE,Chicago,Illinois,60639,7739227542,7739227559,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400159,https://christopherhouse.org,https://www.facebook.com/ChristopherHouseChicago,https://twitter.com/chousechicago,NA,NA,N,"K,1,2,3,4,5",K-5,340,312,49,124,11,322,5,1,0,0,0,1,0,0,There are 340 students enrolled at CHRISTOPHER HOUSE.  91.8% are Low Income Students.  14.4% are Diverse Learners.  36.5% are Limited English Learners.,The largest demographic at CHRISTOPHER HOUSE is Hispanic.  This demographic makes up 94.7% of the student population.  The second greatest demographic is Black at 3.2%.,No/unknown accessibility,Y,NA,Full Day,7:45 AM - 3:15 PM,NA,NA,NA,NA,Y,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,41.922181,-87.757522,NA,18.4,NA,57.9,NA,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5235 W BELDEN AVE
Chicago, Illinois 60639
(41.922181, -87.757522)"
610036,4450,24151,LEWIS,Leslie Lewis Elementary School,Neighborhood,ES,N,Y,Y,Y,"Lewis School offers instruction from pre-kindergarten through eighth grade that includes English as a Second Language and the continuum of special education service delivery models. Lewis School has established multiple partnerships to enhance the academic, personal, and social development of students as well as the increased involvement of parents.",Principal,Ms.Aquabah Gonney,Other,Elwanda D. Butler,1431 N LEAMINGTON AVE,Chicago,Illinois,60651,7735343060,7735343010,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610036,http://lewis.auslchicago.org,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",476,382,44,79,338,129,3,2,0,0,0,3,1,0,There are 476 students enrolled at LEWIS.  80.3% are Low Income Students.  9.2% are Diverse Learners.  16.6% are Limited English Learners.,The largest demographic at LEWIS is Black.  This demographic makes up 71% of the student population.  The second greatest demographic is Hispanic at 27.1%.,No/unknown accessibility,Y,Half Day,Full Day,08:45 AM-03:45 PM,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,"57, 72",Blue,NA,41.906826,-87.75455,NA,18.4,NA,57.9,NA,73.5,Level 2,Intensive Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1431 N LEAMINGTON AVE
Chicago, Illinois 60651
(41.906826, -87.75455)"
400175,9650,63143,CAMELOT - EXCEL SOUTHSHORE HS,Excel - Woodlawn HS,Citywide-Option,HS,Y,N,N,N,CPS School,Principal,Ms.Mary Bradley,Executive Director,Anthony Haley Jr.,7530 S SOUTH SHORE DR,Chicago,Illinois,60649,7739027800,7739027615,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400175,http://cameloteducation.org/excel-academy-of-south-shore/,NA,NA,NA,NA,N,"9,10,11,12",9-12,99,91,22,2,88,11,0,0,0,0,0,0,0,0,There are 99 students enrolled at CAMELOT - EXCEL SOUTHSHORE HS.  91.9% are Low Income Students.  22.2% are Diverse Learners.  2% are Limited English Learners.,The largest demographic at CAMELOT - EXCEL SOUTHSHORE HS is Black.  This demographic makes up 88.9% of the student population.  The second greatest demographic is Hispanic at 11.1%.,No/unknown accessibility,Y,NA,NA,7:55 AM - 4:00 PM,NA,4:00 PM - 5:45 PM,7:45 AM,NA,NA,NA,Y,NA,NA,NA,NA,NA,"6, 26, 71, 75","Green, Red",NA,41.759749,-87.556487,13.8,18.4,8.3,57.9,NA,73.5,Inability to Rate,Good Standing,This school did not have enough data for a 2015-2016 Performance Policy Rating.,Schools that have their own processes for enrollment.,School Year 2016-2017,Director of Operations,Juan Jones,NA,NA,NA,NA,NA,NA,NA,NA,"7530 S SOUTH SHORE DR
Chicago, Illinois 60649
(41.759749, -87.556487)"
610022,4300,24021,KILMER,Joyce Kilmer Elementary School,Neighborhood,ES,N,Y,Y,Y,"Through rigorous instruction, Kilmer will develop culturally aware and socially responsible citizens who are able to make informed decisions and positively contribute to a global society. Our Core Values are: High Expectations, Integrity, Unity, and Respect. We believe:  all students can learn, education provides the tools for people to make informed choices, school should be a safe place for people to learn, grow, and explore,  school provides access to experience, perseverance, reflection, awareness, citizenship, and problem solving can and should be explicitly taught and learned, appreciation of and participation in the arts are essential components of development, technology provides access and opportunity, health, wellness, and physical activity enhance academic success and quality of life, and the learning environment should be challenging, engaging, and fun.",Principal,Jean McKeown Papagianis,Resident Principal,Jennifer A. Foss,6700 N GREENVIEW AVE,Chicago,Illinois,60626,7735342115,7735342186,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610022,http://www.kilmerelementary.org,https://www.facebook.com/joyce.kilmer.98,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",758,661,157,412,195,387,80,72,6,0,0,17,1,0,There are 758 students enrolled at KILMER.  87.2% are Low Income Students.  20.7% are Diverse Learners.  54.4% are Limited English Learners.,The largest demographic at KILMER is Hispanic.  This demographic makes up 51.1% of the student population.  The second greatest demographic is Black at 25.7%.,Generally accessible,Y,Half Day,Full Day,9:00am - 4:00pm,NA,"6:00pm (YMCA Program beginning October, 2015)","7:00am (YMCA Program beginning October, 2015)",Spanish,NA,Y,Y,Y,Y,Y,NA,NA,"96, 155",Red,NA,42.00364,-87.668222,NA,18.4,NA,57.9,NA,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Bilingual School Clerk,Linette Fernandez,Before and After School Programs Coordinator,Ashley Smith,Case Manager,John Finlay,NA,NA,NA,NA,"6700 N GREENVIEW AVE
Chicago, Illinois 60626
(42.00364, -87.668222)"
609755,1810,47101,YOUNG HS,Whitney M Young Magnet High School,Selective enrollment,HS,Y,Y,N,N,"Whitney Young High School consistently ranks among the highest performing schools in the nation (Washington Post, Newsweek, US News and World Report, Niche).  Whitney Young boasts one of Illinois’ largest Advanced Placement programs, a high number of National Merit and National Achievement Finalists, and second place nationally in the Academic Decathlon.",Principal,Joyce Dorsey Kenner,Admissions Director,Augustina Bottari,211 S LAFLIN ST,Chicago,Illinois,60607,7735347500,7735347261,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609755,http://www.wyoung.org,http://www.facebook.com/wmymhs,http://www.twitter.com/wyhs,NA,NA,N,"7,8,9,10,11,12",7-12,2156,891,144,23,461,644,609,343,7,0,0,83,9,0,There are 2156 students enrolled at YOUNG HS.  41.3% are Low Income Students.  6.7% are Diverse Learners.  1.1% are Limited English Learners.,The largest demographic at YOUNG HS is Hispanic.  This demographic makes up 29.9% of the student population.  The second greatest demographic is White at 28.2%.,Generally accessible,N,NA,NA,8:00  AM - 3:15  PM,8:00 a.m. - 3:15 p.m.,3:20 PM - 6:00 PM,7:00 AM,"American Sign Language, Chinese, French, Japanese, Latin, Mandarin, Spanish, Spanish for Heritage Speakers",Y,N,N,NA,NA,Y,Y,NA,"9, 20, 126",Blue,NA,41.878603,-87.664233,27.9,18.4,85.2,57.9,96.2,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.,School Year 2016-2017,Assistant Principal,Matthew Swanson,Assistant Principal,Melvin Soto,Assistant Principal,Lynn Zalon,NA,NA,NA,NA,"211 S LAFLIN ST
Chicago, Illinois 60607
(41.878603, -87.664233)"
609910,3270,23151,FALCONER,Laughlin Falconer Elementary School,Neighborhood,ES,N,N,Y,Y,"As a Technology Magnet Cluster school, we integrate cutting-edge technology throughout our curriculum. Our ISAT scores have increased steadily over recent years and our Value-Added results have demonstrated consistent gains. Student attendance rate has been consistently above 95 percent for the last ten years.",Principal,James Nash Cosme,Other,Ms. Bartel /  Ms. Moritz.,3020 N LAMON AVE,Chicago,Illinois,60641,7735343560,7735343636,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609910,http://www.falconerelementary.com,https://www.facebook.com/falconerschool,https://twitter.com/CPSFalconer,NA,NA,Y,"PK,K,1,2,3,4,5,6","PK,K-6",1184,987,137,461,24,1099,39,10,9,0,0,2,1,0,There are 1184 students enrolled at FALCONER.  83.4% are Low Income Students.  11.6% are Diverse Learners.  38.9% are Limited English Learners.,The largest demographic at FALCONER is Hispanic.  This demographic makes up 92.8% of the student population.  The second greatest demographic is White at 3.3%.,Generally accessible,Y,Half Day,Full Day,07:45 AM-02:45 PM,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,54,NA,NA,41.935785,-87.749331,NA,18.4,NA,57.9,NA,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3020 N LAMON AVE
Chicago, Illinois 60641
(41.935785, -87.749331)"
609795,2230,22191,CLARK ES,George Rogers Clark Elementary School,Neighborhood,ES,N,Y,Y,Y,Clark offers a Fine and Performing Arts Magnet Program and places additional emphasis on technology integration throughout the curriculum. Clark offers fully inclusive special education programs to qualified students. Clark features a computer lab and Internet access in every classroom. Clark has twice been named a CPS School of Distinction and once a CPS School of Merit.,Principal,Natasha Lynette Buckner,NA,NA,1045 S MONITOR AVE,Chicago,Illinois,60644,7735346225,7735346278,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609795,http://georgerogersclarkes.org/,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",237,203,23,37,142,80,6,2,3,0,0,2,2,0,There are 237 students enrolled at CLARK ES.  85.7% are Low Income Students.  9.7% are Diverse Learners.  15.6% are Limited English Learners.,The largest demographic at CLARK ES is Black.  This demographic makes up 59.9% of the student population.  The second greatest demographic is Hispanic at 33.8%.,Generally accessible,Y,Half Day,Full Day,08:30 AM-03:30 PM,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,"12, 91",Blue,NA,41.867813,-87.770418,NA,18.4,NA,57.9,NA,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1045 S MONITOR AVE
Chicago, Illinois 60644
(41.867813, -87.770418)"
